,apparent_zenith,zenith,apparent_elevation,elevation,azimuth,equation_of_time
2024-07-01 15:03:00+08:00,35.820530034063815,35.832630321811735,54.179469965936185,54.167369678188265,278.933727414715,-3.941768113298167
2024-07-01 15:13:00+08:00,38.102773348473576,38.115918935725105,51.897226651526424,51.884081064274895,279.39241748379413,-3.943101265729638
2024-07-01 15:23:00+08:00,40.381879292303175,40.39613518687644,49.618120707696825,49.60386481312356,279.8669388343285,-3.9444342164570116
2024-07-01 15:33:00+08:00,42.657577276042865,42.67301840783172,47.342422723957135,47.32698159216828,280.3565148310312,-3.945766965240182
2024-07-01 15:43:00+08:00,44.929584391242045,44.9462974526287,45.070415608757955,45.0537025473713,280.86067333959244,-3.947099512028217
2024-07-01 15:53:00+08:00,47.19760312991995,47.215688884418796,42.80239687008005,42.784311115581204,281.37918173527345,-3.94843185658101
2024-07-01 16:03:00+08:00,49.46131912883034,49.4808953356622,40.53868087116966,40.5191046643378,281.9120008502879,-3.9497639988258015
2024-07-01 16:13:00+08:00,51.72039868393233,51.74160384348997,38.27960131606767,38.25839615651003,282.45925204562144,-3.9510959386389004
2024-07-01 16:23:00+08:00,53.974485909501354,53.99748411879295,36.025514090498646,36.00251588120705,283.02119358961966,-3.952427675787476
2024-07-01 16:33:00+08:00,56.223199384691355,56.24818671767998,33.776800615308645,33.75181328232002,283.59820377506765,-3.953759210264252
2024-07-01 16:43:00+08:00,58.46612791735946,58.493340937172576,31.533872082640546,31.506659062827424,284.19076897627104,-3.9550905417418107
2024-07-01 16:53:00+08:00,60.70282599983461,60.73255331130122,29.29717400016539,29.267446688698783,284.79947566459344,-3.9564216703511192
2024-07-01 17:03:00+08:00,62.93280619369666,62.96540442477068,27.067193806303337,27.034595575229318,285.4250049236854,-3.957752595808415
2024-07-01 17:13:00+08:00,65.15553062854393,65.19144702930322,24.844469371456068,24.80855297069678,286.06812964667586,-3.9590833179681795
2024-07-01 17:23:00+08:00,67.37039796608295,67.41020317346198,22.62960203391706,22.589796826538016,286.72971338162307,-3.9604138367139967
2024-07-01 17:33:00+08:00,69.57672429430968,69.62116122677367,20.423275705690312,20.378838773226335,287.41071074505544,-3.9617441519076237
2024-07-01 17:43:00+08:00,71.7737132881865,71.82377260769982,18.2262867118135,18.17622739230018,288.1121691302547,-3.9630742634108174
2024-07-01 17:53:00+08:00,73.96040689399939,74.01744818460794,16.03959310600061,15.98255181539206,288.835231540963,-3.964404171121714
2024-07-01 18:03:00+08:00,76.13559850675784,76.20155431556158,13.864401493242163,13.79844568443842,289.58114042501984,-3.965733874865691
2024-07-01 18:13:00+08:00,78.2976685795146,78.37540833234964,11.70233142048539,11.624591667650364,290.35124235626984,-3.9670633744099177
2024-07-01 18:23:00+08:00,80.44424744094127,80.53827430300835,9.555752559058728,9.461725696991651,291.1469938025951,-3.9683926698053256
2024-07-01 18:33:00+08:00,82.57144691233597,82.68935683628202,7.428553087664029,7.31064316371799,291.9699671340665,-3.969721760855464
2024-07-01 18:43:00+08:00,84.671891521864,84.8277957908929,5.328108478136008,5.172204209107087,292.8218578394503,-3.9710506473347778
2024-07-01 18:53:00+08:00,86.72888683321082,86.952659643802,3.2711131667891724,3.0473403561980024,293.7044921110625,-3.9723793292214395
2024-07-01 19:03:00+08:00,88.69723119300359,89.06293833285582,1.3027688069964172,0.9370616671441835,294.61983502091306,-3.9737078063262743
2024-07-01 19:13:00+08:00,91.1575353635526,91.1575353635526,-1.1575353635526031,-1.1575353635526031,295.5699991304532,-3.975036078474659
2024-07-01 19:23:00+08:00,93.23525911407329,93.23525911407329,-3.2352591140732883,-3.2352591140732883,296.5572533931722,-3.97636414563749
2024-07-01 19:33:00+08:00,95.29481327251952,95.29481327251952,-5.294813272519526,-5.294813272519526,297.5840321624448,-3.9776920075601083
2024-07-01 19:43:00+08:00,97.33478620595311,97.33478620595311,-7.334786205953104,-7.334786205953104,298.65294398117925,-3.9790196640678914
2024-07-01 19:53:00+08:00,99.35364002187939,99.35364002187939,-9.35364002187939,-9.35364002187939,299.7667802581648,-3.980347115211771
2024-07-01 20:03:00+08:00,101.34969722359833,101.34969722359833,-11.349697223598326,-11.349697223598326,300.92852231281245,-3.981674360722536
2024-07-01 20:13:00+08:00,103.32112767187783,103.32112767187783,-13.321127671877834,-13.321127671877834,302.14134765877384,-3.98300140054198
2024-07-01 20:23:00+08:00,105.26593378746392,105.26593378746392,-15.265933787463917,-15.265933787463917,303.4086337279715,-3.984328234451823
2024-07-01 20:33:00+08:00,107.18193486024012,107.18193486024012,-17.181934860240126,-17.181934860240126,304.7339585378928,-3.985654862386582
2024-07-01 20:43:00+08:00,109.06675041766607,109.06675041766607,-19.06675041766607,-19.06675041766607,306.12109707031436,-3.986981284164358
2024-07-01 20:53:00+08:00,110.91778282042588,110.91778282042588,-20.917782820425877,-20.917782820425877,307.57401192387425,-3.988307499610528
2024-07-01 21:03:00+08:00,112.73219935412256,112.73219935412256,-22.732199354122557,-22.732199354122557,309.0968364868378,-3.989633508666884
2024-07-01 21:13:00+08:00,114.50691410011714,114.50691410011714,-24.50691410011714,-24.50691410011714,310.6938484194165,-3.9909593110569404
2024-07-01 21:23:00+08:00,116.23857086318961,116.23857086318961,-26.2385708631896,-26.2385708631896,312.3694316356597,-3.99228490684618
2024-07-01 21:33:00+08:00,117.92352615616508,117.92352615616508,-27.923526156165074,-27.923526156165074,314.12802235861216,-3.9936102958163247
2024-07-01 21:43:00+08:00,119.55783565566625,119.55783565566625,-29.557835655666246,-29.557835655666246,315.974038301258,-3.9949354777490953
2024-07-01 21:53:00+08:00,121.13724366668407,121.13724366668407,-31.137243666684068,-31.137243666684068,317.9117861513504,-3.996260452651768
2024-07-01 22:03:00+08:00,122.65717797686929,122.65717797686929,-32.6571779768693,-32.6571779768693,319.9453448615918,-3.9975852202551323
2024-07-01 22:13:00+08:00,124.11275199698494,124.11275199698494,-34.11275199698495,-34.11275199698495,322.07842199413017,-3.9989097805082565
2024-07-01 22:23:00+08:00,125.4987765293666,125.4987765293666,-35.498776529366594,-35.498776529366594,324.31418147717113,-4.000234133229242
2024-07-01 22:33:00+08:00,126.80978378492821,126.80978378492821,-36.809783784928214,-36.809783784928214,326.6550428748555,-4.001558278272569
2024-07-01 22:43:00+08:00,128.0400663138059,128.0400663138059,-38.04006631380591,-38.04006631380591,329.1024547007323,-4.0028822154708905
2024-07-01 22:53:00+08:00,129.1837339788445,129.1837339788445,-39.1837339788445,-39.1837339788445,331.65664903854145,-4.004205944795103
2024-07-01 23:03:00+08:00,130.23478995139757,130.23478995139757,-40.23478995139758,-40.23478995139758,334.3163857207461,-4.00552946604148
2024-07-01 23:13:00+08:00,131.1872286999973,131.1872286999973,-41.1872286999973,-41.1872286999973,337.0787051537916,-4.006852779129986
2024-07-01 23:23:00+08:00,132.035154631886,132.035154631886,-42.035154631886,-42.035154631886,339.9387082328044,-4.008175883813237
2024-07-01 23:33:00+08:00,132.77291987028437,132.77291987028437,-42.77291987028436,-42.77291987028436,342.88938933358196,-4.009498780069407
2024-07-01 23:43:00+08:00,133.3952766917366,133.3952766917366,-43.39527669173659,-43.39527669173659,345.9215491922633,-4.010821467614733
2024-07-01 23:53:00+08:00,133.89753767394689,133.89753767394689,-43.89753767394687,-43.89753767394687,349.0238131231523,-4.012143946500146
2024-07-02 00:03:00+08:00,134.27573423543691,134.27573423543691,-44.275734235436914,-44.275734235436914,352.18277404233527,-4.013466216434608
2024-07-02 00:13:00+08:00,134.5267625359176,134.5267625359176,-44.526762535917605,-44.526762535917605,355.38326885245465,-4.014788277243497
2024-07-02 00:23:00+08:00,134.64850525645772,134.64850525645772,-44.64850525645773,-44.64850525645773,358.6087837561154,-4.016110128977743
2024-07-02 00:33:00+08:00,134.63991841146932,134.63991841146932,-44.63991841146933,-44.63991841146933,1.8419633189571982,-4.017431771426345
2024-07-02 00:43:00+08:00,134.50107544259126,134.50107544259126,-44.50107544259126,-44.50107544259126,5.065190787418146,-4.018753204414679
2024-07-02 00:53:00+08:00,134.23316406736078,134.23316406736078,-44.233164067360775,-44.233164067360775,8.261189318014203,-4.020074427804502
2024-07-02 01:03:00+08:00,133.83843630700017,133.83843630700017,-43.83843630700018,-43.83843630700018,11.4135948993503,-4.021395441457571
2024-07-02 01:13:00+08:00,133.3201164834982,133.3201164834982,-43.32011648349819,-43.32011648349819,14.507454626982167,-4.022716245301126
2024-07-02 01:23:00+08:00,132.6822756893098,132.6822756893098,-42.682275689309805,-42.682275689309805,17.529615285644923,-4.024036839145992
2024-07-02 01:33:00+08:00,131.92968356086723,131.92968356086723,-41.929683560867225,-41.929683560867225,20.4689824194258,-4.025357222832099
2024-07-02 01:43:00+08:00,131.0676489912151,131.0676489912151,-41.06764899121508,-41.06764899121508,23.31664602445693,-4.026677396170271
2024-07-02 01:53:00+08:00,130.1018602716861,130.1018602716861,-40.101860271686085,-40.101860271686085,26.06588442409509,-4.0279973591677845
2024-07-02 02:03:00+08:00,129.0382345841856,129.0382345841856,-39.038234584185616,-39.038234584185616,28.712064001537442,-4.02931711164274
2024-07-02 02:13:00+08:00,127.8827823013862,127.8827823013862,-37.8827823013862,-37.8827823013862,31.25246450043909,-4.030636653384136
2024-07-02 02:23:00+08:00,126.64149100907477,126.64149100907477,-36.64149100907476,-36.64149100907476,33.68605389463596,-4.031955984348315
2024-07-02 02:33:00+08:00,125.32023065638744,125.32023065638744,-35.32023065638744,-35.32023065638744,36.013238564667574,-4.033275104316999
2024-07-02 02:43:00+08:00,123.92467976472915,123.92467976472915,-33.92467976472914,-33.92467976472914,38.23560882784329,-4.034594013195601
2024-07-02 02:53:00+08:00,122.4602712288808,122.4602712288808,-32.460271228880806,-32.460271228880806,40.3556949531544,-4.035912710874982
2024-07-02 03:03:00+08:00,120.932155426536,120.932155426536,-30.932155426536003,-30.932155426536003,42.376743758845805,-4.037231197144138
2024-07-02 03:13:00+08:00,119.34517806933233,119.34517806933233,-29.34517806933233,-29.34517806933233,44.30252140923301,-4.038549471799342
2024-07-02 03:23:00+08:00,117.70386940869578,117.70386940869578,-27.70386940869578,-27.70386940869578,46.13714547773162,-4.0398675349133555
2024-07-02 03:33:00+08:00,116.01244381606396,116.01244381606396,-26.012443816063964,-26.012443816063964,47.884944177589205,-4.041185386238794
2024-07-02 03:43:00+08:00,114.27480530176081,114.27480530176081,-24.274805301760807,-24.274805301760807,49.55034353641514,-4.042503025615588
2024-07-02 03:53:00+08:00,112.49455859342957,112.49455859342957,-22.49455859342957,-22.49455859342957,51.137777821461384,-4.043820452956425
2024-07-02 04:03:00+08:00,110.67502352520773,110.67502352520773,-20.675023525207735,-20.675023525207735,52.65162084285976,-4.045137668043026
2024-07-02 04:13:00+08:00,108.8192515534127,108.8192515534127,-18.819251553412705,-18.819251553412705,54.09613478044321,-4.046454670853564
2024-07-02 04:23:00+08:00,106.93004340094045,106.93004340094045,-16.930043400940452,-16.930043400940452,55.475433477393096,-4.0477714611333795
2024-07-02 04:33:00+08:00,105.0099670838953,105.0099670838953,-15.009967083895308,-15.009967083895308,56.793457434044115,-4.049088038831542
2024-07-02 04:43:00+08:00,103.06137590164005,103.06137590164005,-13.061375901640043,-13.061375901640043,58.053958008199345,-4.050404403671564
2024-07-02 04:53:00+08:00,101.08642522834046,101.08642522834046,-11.086425228340453,-11.086425228340453,59.26048926238093,-4.051720555697102
2024-07-02 05:03:00+08:00,99.0870898117645,99.0870898117645,-9.087089811764498,-9.087089811764498,60.41640449413774,-4.053036494653497
2024-07-02 05:13:00+08:00,97.06517881096997,97.06517881096997,-7.065178810969966,-7.065178810969966,61.52485773871291,-4.054352220511646
2024-07-02 05:23:00+08:00,95.02235044444346,95.02235044444346,-5.022350444443458,-5.022350444443458,62.58880784104008,-4.0556677330168895
2024-07-02 05:33:00+08:00,92.96012543762828,92.96012543762828,-2.9601254376282786,-2.9601254376282786,63.61102471582285,-4.056983032089192
2024-07-02 05:43:00+08:00,90.87989940594001,90.87989940594001,-0.8798994059400045,-0.8798994059400045,64.59409700617738,-4.058298117568484
2024-07-02 05:53:00+08:00,88.4435872734438,88.78295420581952,1.5564127265561987,1.217045794180484,65.54044059491434,-4.05961298931652
2024-07-02 06:03:00+08:00,86.45854344450628,86.67046830277688,3.5414565554937267,3.3295316972231146,66.45230754950683,-4.060927647238714
2024-07-02 06:13:00+08:00,84.39390951455984,84.54352635867603,5.606090485440168,5.456473641323963,67.33179512451011,-4.062242091022199
2024-07-02 06:23:00+08:00,82.28902137083122,82.40312724514457,7.7109786291687765,7.596872754855427,68.18085493146509,-4.063556320761563
2024-07-02 06:33:00+08:00,80.15868965537625,80.25019269029681,9.84131034462375,9.749807309703181,69.00130121864885,-4.064870336238528
2024-07-02 06:43:00+08:00,78.00962323832684,78.0855737766429,11.990376761673158,11.914426223357093,69.79481930427102,-4.066184137307573
2024-07-02 06:53:00+08:00,75.84543435610199,75.91005747883959,14.154565643898014,14.089942521160404,70.56297317766581,-4.0674977238159045
2024-07-02 07:03:00+08:00,73.66836236533064,73.72437246387798,16.331637634669363,16.27562753612201,71.30721254235607,-4.068811095603451
2024-07-02 07:13:00+08:00,71.47995741499027,71.52919434039556,18.520042585009733,18.47080565960444,72.02887918112822,-4.070124252575624
2024-07-02 07:23:00+08:00,69.28138567454492,69.32515041456801,20.718614325455075,20.67484958543198,72.7292125823239,-4.071437194601458
2024-07-02 07:33:00+08:00,67.07357953741194,67.11282400034406,22.92642046258805,22.887175999655938,73.4093547666705,-4.072749921513605
2024-07-02 07:43:00+08:00,64.85731797944538,64.89275847761068,25.142682020554624,25.10724152238932,74.07035420022675,-4.0740624330501305
2024-07-02 07:53:00+08:00,62.63327192373538,62.66546024487738,27.366728076264618,27.33453975512262,74.71316896786146,-4.075374729320174
2024-07-02 08:03:00+08:00,60.402033158532184,60.431402837941775,29.597966841467816,29.56859716205823,75.33866842839694,-4.076686810061801
2024-07-02 08:13:00+08:00,58.164131817046396,58.191029271149205,31.835868182953607,31.808970728850795,75.94763407911068,-4.077998675144045
2024-07-02 08:23:00+08:00,55.92004878790222,55.9447548641626,34.07995121209778,34.0552451358374,76.54075874508237,-4.0793103243922815
2024-07-02 08:33:00+08:00,53.67022442696217,53.69296969083325,36.32977557303783,36.30703030916675,77.11864406321956,-4.080621757711924
2024-07-02 08:43:00+08:00,51.41506501046541,51.43604082501988,38.58493498953459,38.56395917498012,77.68179580220715,-4.081932975001109
2024-07-02 08:53:00+08:00,49.15494770161031,49.17431441125253,40.84505229838969,40.82568558874747,78.23061643975586,-4.08324397601973
2024-07-02 09:03:00+08:00,46.890224501112904,46.90811757857344,43.109775498887096,43.09188242142656,78.76539418444793,-4.084554760695028
2024-07-02 09:13:00+08:00,44.62122564976458,44.6377603828932,45.37877435023542,45.3622396171068,79.28628724604368,-4.085865328801447
2024-07-02 09:23:00+08:00,42.34826177078064,42.36353688368268,47.65173822921936,47.63646311631732,79.79330189059704,-4.087175680360815
2024-07-02 09:33:00+08:00,40.07162718586535,40.085727671151055,49.92837281413465,49.914272328848945,80.2862613076768,-4.0884858151111985
2024-07-02 09:43:00+08:00,37.79160147630241,37.80460083354791,52.20839852369759,52.19539916645209,80.76476233588016,-4.089795732972561
2024-07-02 09:53:00+08:00,35.508451670646075,35.520413692999654,54.491548329353925,54.479586307000346,81.22811396650462,-4.091105433792109
2024-07-02 10:03:00+08:00,33.2224342476926,33.23341446009813,56.7775657523074,56.76658553990187,81.67524919862643,-4.092414917387941
2024-07-02 10:13:00+08:00,30.933797226795093,30.943844052651862,59.06620277320491,59.05615594734814,82.10459642582327,-4.093724183716404
2024-07-02 10:23:00+08:00,28.642782510983366,28.651938224921707,61.357217489016634,61.34806177507829,82.51388770715528,-4.095033232537389
2024-07-02 10:33:00+08:00,26.349628738958124,26.357930249550748,63.650371261041876,63.64206975044925,82.89986545212474,-4.09634206375631
